group	species	occurrence
mammals	sp41491	246
mammals	sp41598	246
mammals	sp136704	243
mammals	sp19378	243
mammals	sp5589	243
mammals	sp13942	242
mammals	sp15091	242
mammals	sp4319	242
mammals	sp16458	241
mammals	sp17324	241
mammals	sp19530	241
mammals	sp714	241
mammals	sp11792	240
mammals	sp14602	240
mammals	sp41415	240
mammals	sp41773	240
mammals	sp10592	239
mammals	sp41570	239
mammals	sp136365	238
mammals	sp15141	238
mammals	sp18257	238
mammals	sp21694	238
mammals	sp856	238
mammals	sp10976	237
mammals	sp12308	237
mammals	sp136811	237
mammals	sp14966	237
mammals	sp3796	237
mammals	sp39943	237
mammals	sp15785	236
mammals	sp2827	236
mammals	sp5562	236
mammals	sp136621	235
mammals	sp13850	235
mammals	sp40507	235
mammals	sp10116	234
mammals	sp19532	234
mammals	sp41404	234
mammals	sp16681	233
mammals	sp18297	233
mammals	sp41306	233
mammals	sp4669	233
mammals	sp7083	233
mammals	sp10148	232
mammals	sp20195	232
mammals	sp41333	232
mammals	sp17367	231
mammals	sp5146	231
mammals	sp557	231
mammals	sp7579	231
mammals	sp9453	231
mammals	sp14086	230
mammals	sp19417	230
mammals	sp556	230
mammals	sp15932	229
mammals	sp41351	229
mammals	sp41430	229
mammals	sp41483	229
mammals	sp42652	229
mammals	sp14196	228
mammals	sp15011	228
mammals	sp19343	228
mammals	sp7800	228
mammals	sp136716	227
mammals	sp41421	227
mammals	sp13883	226
mammals	sp13937	226
mammals	sp20217	226
mammals	sp10754	225
mammals	sp136356	225
mammals	sp20011	225
mammals	sp2823	224
mammals	sp40627	224
mammals	sp13977	223
mammals	sp15783	223
mammals	sp42622	223
mammals	sp6821	223
mammals	sp7668	223
mammals	sp15549	222
mammals	sp19576	222
mammals	sp20496	222
mammals	sp40556	222
mammals	sp747	222
mammals	sp10259	221
mammals	sp42603	221
mammals	sp13967	220
mammals	sp16018	220
mammals	sp18298	220
mammals	sp23078	220
mammals	sp8761	220
mammals	sp18245	219
mammals	sp21521	219
mammals	sp42620	219
mammals	sp4336	219
mammals	sp41489	218
mammals	sp10282	217
mammals	sp11061	217
mammals	sp16074	217
mammals	sp19560	217
mammals	sp41470	217
mammals	sp41523	217
mammals	sp9679	217
mammals	sp13237	216
mammals	sp136571	216
mammals	sp44938	216
mammals	sp6491	216
mammals	sp763	216
mammals	sp20024	215
mammals	sp20059	215
mammals	sp40609	215
mammals	sp40620	215
mammals	sp42654	215
mammals	sp7782	215
mammals	sp136275	214
mammals	sp136501	214
mammals	sp14878	214
mammals	sp19558	213
mammals	sp2398	213
mammals	sp3619	213
mammals	sp41278	213
mammals	sp41650	213
mammals	sp5228	213
mammals	sp6982	213
mammals	sp10543	212
mammals	sp2888	212
mammals	sp765	212
mammals	sp136292	211
mammals	sp6292	211
mammals	sp7578	211
mammals	sp81633094	211
mammals	sp16890	210
mammals	sp41449	210
mammals	sp41500	210
mammals	sp44793	210
mammals	sp14963	209
mammals	sp9119	209
mammals	sp15661	208
mammals	sp18565	208
mammals	sp41261	208
mammals	sp41275	208
mammals	sp41339	208
mammals	sp41394	208
mammals	sp725	208
mammals	sp4192	207
mammals	sp11136	206
mammals	sp136764	206
mammals	sp16776	206
mammals	sp21528	206
mammals	sp2676	206
mammals	sp30208	206
mammals	sp41303	206
mammals	sp12273	205
mammals	sp18727	205
mammals	sp5084	205
mammals	sp136620	204
mammals	sp18571	204
mammals	sp41433	204
mammals	sp4651	204
mammals	sp13957	203
mammals	sp18127	203
mammals	sp29607	203
mammals	sp39874	203
mammals	sp13572	201
mammals	sp20072	201
mammals	sp5628	201
mammals	sp13438	200
mammals	sp14946	200
mammals	sp39779	200
mammals	sp40564	200
mammals	sp15788	199
mammals	sp20192	199
mammals	sp45093	199
mammals	sp136885	198
mammals	sp19363	198
mammals	sp9740	198
mammals	sp40553	197
mammals	sp42649	197
mammals	sp15136	196
mammals	sp40527	196
mammals	sp41508	196
mammals	sp7901	196
mammals	sp9480	196
mammals	sp136665	195
mammals	sp17975	195
mammals	sp19329	195
mammals	sp22041	195
mammals	sp10004	194
mammals	sp111754705	194
mammals	sp16711	194
mammals	sp39840	194
mammals	sp9420	194
mammals	sp17370	193
mammals	sp2802	193
mammals	sp41362	193
mammals	sp41473	193
mammals	sp97249078	193
mammals	sp13968	192
mammals	sp14826	192
mammals	sp139	191
mammals	sp4331	191
mammals	sp44795	191
mammals	sp4603	191
mammals	sp117582065	190
mammals	sp14138	190
mammals	sp17566	190
mammals	sp19750	190
mammals	sp41336	190
mammals	sp41428	190
mammals	sp42461	190
mammals	sp41461	189
mammals	sp5527	189
mammals	sp9491	189
mammals	sp10987	188
mammals	sp14119	188
mammals	sp3612	188
mammals	sp41524	188
mammals	sp136801	187
mammals	sp15311	187
mammals	sp15792	187
mammals	sp18129	187
mammals	sp20211	187
mammals	sp41386	187
mammals	sp41474	187
mammals	sp43892	187
mammals	sp5576	187
mammals	sp19408	186
mammals	sp19596	186
mammals	sp6686	186
mammals	sp15241	185
mammals	sp21316	185
mammals	sp15244	184
mammals	sp20384	184
mammals	sp1900	183
mammals	sp41472	183
mammals	sp4037	182
mammals	sp41496	182
mammals	sp5144	182
mammals	sp136612	181
mammals	sp17487	181
mammals	sp2397	181
mammals	sp6220	181
mammals	sp41357	180
mammals	sp8757	180
mammals	sp12274	179
mammals	sp13427	179
mammals	sp14296	179
mammals	sp117189944	178
mammals	sp136502	178
mammals	sp21211	178
mammals	sp21874	178
mammals	sp2275	178
mammals	sp22933	178
mammals	sp41546	178
mammals	sp950	178
mammals	sp9832	178
mammals	sp13939	177
mammals	sp14143	177
mammals	sp63541	177
mammals	sp12754	176
mammals	sp13211	176
mammals	sp136933	176
mammals	sp14105	176
mammals	sp18751	176
mammals	sp861	176
mammals	sp13847	175
mammals	sp17230	175
mammals	sp17321	175
mammals	sp18764	175
mammals	sp22039	175
mammals	sp40608	175
mammals	sp7805	175
mammals	sp5567	174
mammals	sp6823	174
mammals	sp136277	173
mammals	sp2127	173
mammals	sp2358	173
mammals	sp2815	173
mammals	sp6977	173
mammals	sp135164	172
mammals	sp18284	172
mammals	sp20215	172
mammals	sp7655	172
mammals	sp136611	171
mammals	sp136931	171
mammals	sp16720	171
mammals	sp19571	171
mammals	sp19755	171
mammals	sp40026	171
mammals	sp44704	171
mammals	sp11487	170
mammals	sp136814	170
mammals	sp72261737	170
mammals	sp7905	170
mammals	sp9276	170
mammals	sp10796	169
mammals	sp10879	169
mammals	sp13436	169
mammals	sp8967	169
mammals	sp9488	169
mammals	sp11033	168
mammals	sp13118	168
mammals	sp13982	168
mammals	sp14945	168
mammals	sp18128	168
mammals	sp3812	168
mammals	sp42453	168
mammals	sp11856	167
mammals	sp136583	167
mammals	sp13720	167
mammals	sp40574	167
mammals	sp4201	167
mammals	sp5145	167
mammals	sp7623	167
mammals	sp115590985	166
mammals	sp3597	166
mammals	sp12266	165
mammals	sp12303	165
mammals	sp14144	165
mammals	sp21472	165
mammals	sp29654	165
mammals	sp5818	165
mammals	sp6329	165
mammals	sp8968	165
mammals	sp8997	165
mammals	sp10979	164
mammals	sp12361	164
mammals	sp18385	164
mammals	sp1869	164
mammals	sp41432	164
mammals	sp45095	164
mammals	sp6775	164
mammals	sp10590	163
mammals	sp14824	163
mammals	sp21815	163
mammals	sp22052	163
mammals	sp13131	162
mammals	sp137	162
mammals	sp41479	162
mammals	sp42451	162
mammals	sp4274	162
mammals	sp756	162
mammals	sp9457	162
mammals	sp13491	161
mammals	sp136813	161
mammals	sp14295	161
mammals	sp14581	161
mammals	sp19999	161
mammals	sp40570	161
mammals	sp40637	161
mammals	sp11499	160
mammals	sp11795	160
mammals	sp13172	160
mammals	sp136930	160
mammals	sp14158	160
mammals	sp15053	160
mammals	sp12552	159
mammals	sp136242	159
mammals	sp16510	159
mammals	sp136626	158
mammals	sp136783	158
mammals	sp748	158
mammals	sp86226097	158
mammals	sp13877	157
mammals	sp41023	157
mammals	sp1154	156
mammals	sp18710	156
mammals	sp39945	156
mammals	sp88017638	156
mammals	sp136827	155
mammals	sp14386	155
mammals	sp21153	155
mammals	sp2983	155
mammals	sp4015	155
mammals	sp40615	155
mammals	sp13209	154
mammals	sp19758	154
mammals	sp84783217	154
mammals	sp136651	153
mammals	sp14964	153
mammals	sp4634	153
mammals	sp4806	153
mammals	sp12835	152
mammals	sp14965	152
mammals	sp18287	152
mammals	sp18363	152
mammals	sp41361	152
mammals	sp731	152
mammals	sp9246	152
mammals	sp135440	151
mammals	sp42454	151
mammals	sp4328	151
mammals	sp13446	150
mammals	sp136524	150
mammals	sp19364	150
mammals	sp20015	150
mammals	sp3921	150
mammals	sp40009	150
mammals	sp42648	150
mammals	sp13123	149
mammals	sp20187	149
mammals	sp39853	149
mammals	sp44722	149
mammals	sp136450	148
mammals	sp14142	148
mammals	sp2144	148
mammals	sp40024	148
mammals	sp44792	148
mammals	sp13126	147
mammals	sp13926	147
mammals	sp20018	147
mammals	sp40580	147
mammals	sp851	147
mammals	sp12305	146
mammals	sp136549	146
mammals	sp136600	146
mammals	sp136691	146
mammals	sp136751	146
mammals	sp14854	146
mammals	sp15188	146
mammals	sp16203	146
mammals	sp1789	146
mammals	sp20014	146
mammals	sp2131	146
mammals	sp40039	146
mammals	sp41467	146
mammals	sp42606	146
mammals	sp4670	146
mammals	sp565	146
mammals	sp9089	146
mammals	sp14359	145
mammals	sp14825	145
mammals	sp16114	145
mammals	sp22586	145
mammals	sp3616	145
mammals	sp4219	145
mammals	sp44692	145
mammals	sp13494	144
mammals	sp29659	144
mammals	sp3416	144
mammals	sp39948	144
mammals	sp41272	144
mammals	sp44939	144
mammals	sp19945	143
mammals	sp23204	143
mammals	sp10219	142
mammals	sp10595	142
mammals	sp135446	142
mammals	sp21100	142
mammals	sp29668	142
mammals	sp40583	142
mammals	sp9095	142
mammals	sp1271	141
mammals	sp1808	141
mammals	sp19529	141
mammals	sp19679	141
mammals	sp21491	141
mammals	sp10005	140
mammals	sp13901	140
mammals	sp16651	140
mammals	sp16730	140
mammals	sp29463	140
mammals	sp39956	140
mammals	sp6511	140
mammals	sp9458	140
mammals	sp10108	139
mammals	sp12948	139
mammals	sp13407	139
mammals	sp18558	139
mammals	sp19535	139
mammals	sp20890	139
mammals	sp23146	139
mammals	sp41515	139
mammals	sp42399	139
mammals	sp9419	139
mammals	sp136332	138
mammals	sp201936	138
mammals	sp3621	138
mammals	sp41420	138
mammals	sp41506	138
mammals	sp45091	138
mammals	sp568	138
mammals	sp12702	137
mammals	sp13882	137
mammals	sp17175	137
mammals	sp19419	137
mammals	sp19609	137
mammals	sp20216	137
mammals	sp42455	137
mammals	sp111872341	136
mammals	sp40538	136
mammals	sp41344	136
mammals	sp42589	136
mammals	sp10752	135
mammals	sp17176	135
mammals	sp20089	135
mammals	sp22800	135
mammals	sp23041	135
mammals	sp41468	135
mammals	sp41511	135
mammals	sp11491	134
mammals	sp3322	134
mammals	sp41270	134
mammals	sp41619	134
mammals	sp15008	133
mammals	sp576	133
mammals	sp7619	133
mammals	sp10153	132
mammals	sp1551	132
mammals	sp21986	132
mammals	sp29606	132
mammals	sp40036	132
mammals	sp728	132
mammals	sp10970	131
mammals	sp13487	131
mammals	sp40530	131
mammals	sp41534	131
mammals	sp5602	131
mammals	sp7799	131
mammals	sp10598	130
mammals	sp13159	130
mammals	sp136768	130
mammals	sp16751	130
mammals	sp19762	130
mammals	sp40023	130
mammals	sp41279	130
mammals	sp136776	129
mammals	sp14818	129
mammals	sp18505	129
mammals	sp19335	129
mammals	sp20102	129
mammals	sp3906	129
mammals	sp41702	129
mammals	sp12895	128
mammals	sp12900	128
mammals	sp136816	128
mammals	sp16375	128
mammals	sp18713	128
mammals	sp19545	128
mammals	sp19749	128
mammals	sp20065	128
mammals	sp3328	128
mammals	sp41408	128
mammals	sp42590	128
mammals	sp9135	128
mammals	sp136377	127
mammals	sp13896	127
mammals	sp14294	127
mammals	sp17334	127
mammals	sp39926	127
mammals	sp914	127
mammals	sp10281	126
mammals	sp1307	126
mammals	sp16855	126
mammals	sp44915	126
mammals	sp54778866	126
mammals	sp5605	126
mammals	sp136446	125
mammals	sp16853	125
mammals	sp18701	125
mammals	sp19611	125
mammals	sp13428	124
mammals	sp18848	124
mammals	sp4207	124
mammals	sp42632	124
mammals	sp45072	124
mammals	sp10211	123
mammals	sp136552	123
mammals	sp136792	123
mammals	sp21513	123
mammals	sp5829	123
mammals	sp18504	122
mammals	sp2153	122
mammals	sp723	122
mammals	sp8548	122
mammals	sp10054	121
mammals	sp136786	121
mammals	sp14121	121
mammals	sp15628	121
mammals	sp41490	121
mammals	sp766	121
mammals	sp12724	120
mammals	sp272	120
mammals	sp41389	120
mammals	sp42651	120
mammals	sp4683	120
mammals	sp6802	120
mammals	sp10329	119
mammals	sp12667	119
mammals	sp14923	119
mammals	sp16894	119
mammals	sp8975	119
mammals	sp11488	118
mammals	sp13167	118
mammals	sp41316	118
mammals	sp6302	118
mammals	sp8763	118
mammals	sp136327	117
mammals	sp16680	117
mammals	sp39315	117
mammals	sp8033	117
mammals	sp14587	116
mammals	sp17883	116
mammals	sp18134	116
mammals	sp18847	116
mammals	sp19607	116
mammals	sp23192	116
mammals	sp6431	116
mammals	sp7136	116
mammals	sp13411	115
mammals	sp136727	115
mammals	sp20385	115
mammals	sp2395	115
mammals	sp41359	115
mammals	sp4425	115
mammals	sp6771	115
mammals	sp7672	115
mammals	sp9077	115
mammals	sp21176	114
mammals	sp39961	114
mammals	sp41381	114
mammals	sp7781	114
mammals	sp9132	114
mammals	sp115553730	113
mammals	sp12656	113
mammals	sp15787	113
mammals	sp19681	113
mammals	sp2770	113
mammals	sp41465	113
mammals	sp4245	113
mammals	sp110662669	112
mammals	sp1140	112
mammals	sp12647	112
mammals	sp20639	112
mammals	sp13522	111
mammals	sp19616	111
mammals	sp20491	111
mammals	sp40569	111
mammals	sp41358	111
mammals	sp45089	111
mammals	sp51343307	111
mammals	sp9105	111
mammals	sp14597	110
mammals	sp18126	110
mammals	sp20056	110
mammals	sp20761	110
mammals	sp21317	110
mammals	sp40587	110
mammals	sp42616	110
mammals	sp10978	109
mammals	sp15629	109
mammals	sp18756	109
mammals	sp4682	109
mammals	sp48637946	109
mammals	sp6799	109
mammals	sp6800	109
mammals	sp75927871	109
mammals	sp8826	109
mammals	sp10851	108
mammals	sp136323	108
mammals	sp14473	108
mammals	sp14812	108
mammals	sp15660	108
mammals	sp19306	108
mammals	sp2858	108
mammals	sp3618	108
mammals	sp3842	108
mammals	sp41293	108
mammals	sp41498	108
mammals	sp4972	108
mammals	sp5800	108
mammals	sp6105	108
mammals	sp7015	108
mammals	sp7932	108
mammals	sp8982	108
mammals	sp10761	107
mammals	sp13401	107
mammals	sp14199	107
mammals	sp19537	107
mammals	sp3787	107
mammals	sp6690	107
mammals	sp136219	106
mammals	sp136354	106
mammals	sp136412	106
mammals	sp136478	106
mammals	sp15251	106
mammals	sp16779	106
mammals	sp18364	106
mammals	sp2857	106
mammals	sp3651	106
mammals	sp41434	106
mammals	sp6081	106
mammals	sp738	106
mammals	sp760	106
mammals	sp12901	105
mammals	sp19542	105
mammals	sp20026	105
mammals	sp41292	105
mammals	sp41437	105
mammals	sp959	105
mammals	sp115554360	104
mammals	sp13125	104
mammals	sp136840	104
mammals	sp16721	104
mammals	sp20052	104
mammals	sp21160	104
mammals	sp41499	104
mammals	sp54007828	104
mammals	sp570	104
mammals	sp7938	104
mammals	sp8436	104
mammals	sp136570	103
mammals	sp1590	103
mammals	sp16900	103
mammals	sp20037	103
mammals	sp21492	103
mammals	sp40019	103
mammals	sp4338	103
mammals	sp13412	102
mammals	sp136629	102
mammals	sp13981	102
mammals	sp22034	102
mammals	sp3811	102
mammals	sp712	102
mammals	sp9451	102
mammals	sp13130	101
mammals	sp20411	101
mammals	sp733	101
mammals	sp7673	101
mammals	sp11798	100
mammals	sp13418	100
mammals	sp21145	100
mammals	sp3609	100
mammals	sp39879	100
mammals	sp40630	100
mammals	sp6984	100
mammals	sp9124	100
mammals	sp13457	99
mammals	sp14967	99
mammals	sp18654	99
mammals	sp40601	99
mammals	sp11306	98
mammals	sp12913	98
mammals	sp13409	98
mammals	sp16654	98
mammals	sp16670	98
mammals	sp20209	98
mammals	sp270	98
mammals	sp39426	98
mammals	sp41510	98
mammals	sp5792	98
mammals	sp6330	98
mammals	sp9155	98
mammals	sp12272	97
mammals	sp14588	97
mammals	sp45090	97
mammals	sp12626	96
mammals	sp135458	96
mammals	sp14171	96
mammals	sp14932	96
mammals	sp17878	96
mammals	sp18753	96
mammals	sp20297	96
mammals	sp2532	96
mammals	sp7621	96
mammals	sp7626	96
mammals	sp8438	96
mammals	sp18707	95
mammals	sp19618	95
mammals	sp21527	95
mammals	sp6294	95
mammals	sp7625	95
mammals	sp7802	95
mammals	sp7804	95
mammals	sp9919	95
mammals	sp136479	94
mammals	sp14089	94
mammals	sp14358	94
mammals	sp14819	94
mammals	sp20023	94
mammals	sp21452	94
mammals	sp22810	94
mammals	sp40517	94
mammals	sp40557	94
mammals	sp5585	94
mammals	sp6795	94
mammals	sp111871214	93
mammals	sp13139	93
mammals	sp14019	93
mammals	sp19605	93
mammals	sp22572	93
mammals	sp3126	93
mammals	sp39776	93
mammals	sp41328	93
mammals	sp44703	93
mammals	sp575	93
mammals	sp10144	92
mammals	sp11498	92
mammals	sp12721	92
mammals	sp136435	92
mammals	sp136747	92
mammals	sp18734	92
mammals	sp3570	92
mammals	sp3602	92
mammals	sp136837	91
mammals	sp14098	91
mammals	sp17224	91
mammals	sp40589	91
mammals	sp41454	91
mammals	sp42598	91
mammals	sp42655	91
mammals	sp4329	91
mammals	sp17885	90
mammals	sp5679	90
mammals	sp758	90
mammals	sp9834	90
mammals	sp10007	89
mammals	sp136428	89
mammals	sp17221	89
mammals	sp19321	89
mammals	sp29465	89
mammals	sp48002425	89
mammals	sp7923	89
mammals	sp8668	89
mammals	sp13568	88
mammals	sp136655	88
mammals	sp136742	88
mammals	sp18365	88
mammals	sp2146	88
mammals	sp21870	88
mammals	sp3798	88
mammals	sp40636	88
mammals	sp41697	88
mammals	sp41780	88
mammals	sp42660	88
mammals	sp4366	88
mammals	sp47979117	88
mammals	sp5798	88
mammals	sp6777	88
mammals	sp13127	87
mammals	sp13222	87
mammals	sp136245	87
mammals	sp15165	87
mammals	sp16740	87
mammals	sp41637	87
mammals	sp4265	87
mammals	sp4655	87
mammals	sp9101	87
mammals	sp95908089	87
mammals	sp10633	86
mammals	sp136238	86
mammals	sp15242	86
mammals	sp3327	86
mammals	sp3760	86
mammals	sp62013	86
mammals	sp13173	85
mammals	sp136630	85
mammals	sp136647	85
mammals	sp136759	85
mammals	sp14671	85
mammals	sp16633	85
mammals	sp16691	85
mammals	sp16857	85
mammals	sp20190	85
mammals	sp41418	85
mammals	sp5076	85
mammals	sp753	85
mammals	sp13323	84
mammals	sp18419	84
mammals	sp19591	84
mammals	sp20758	84
mammals	sp62012	84
mammals	sp6429	84
mammals	sp6663	84
mammals	sp6778	84
mammals	sp68336601	84
mammals	sp850	84
mammals	sp13486	83
mammals	sp18552	83
mammals	sp21140	83
mammals	sp40586	83
mammals	sp42659	83
mammals	sp62018	83
mammals	sp6834	83
mammals	sp7622	83
mammals	sp9835	83
mammals	sp10151	82
mammals	sp136223	82
mammals	sp136256	82
mammals	sp142	82
mammals	sp17351	82
mammals	sp3519	82
mammals	sp42656	82
mammals	sp9673	82
mammals	sp13320	81
mammals	sp13349	81
mammals	sp136516	81
mammals	sp19326	81
mammals	sp21982	81
mammals	sp3591	81
mammals	sp41301	81
mammals	sp41315	81
mammals	sp41517	81
mammals	sp136324	80
mammals	sp21330	80
mammals	sp29622	80
mammals	sp3833	80
mammals	sp40577	80
mammals	sp41475	80
mammals	sp10125	79
mammals	sp13490	79
mammals	sp136488	79
mammals	sp136498	79
mammals	sp14288	79
mammals	sp1901	79
mammals	sp21150	79
mammals	sp3815	79
mammals	sp39895	79
mammals	sp40555	79
mammals	sp40593	79
mammals	sp4232	79
mammals	sp44935	79
mammals	sp48019838	79
mammals	sp5614	79
mammals	sp9141	79
mammals	sp1265	78
mammals	sp136217	78
mammals	sp136754	78
mammals	sp14258	78
mammals	sp18117	78
mammals	sp5523	78
mammals	sp6285	78
mammals	sp8833	78
mammals	sp136810	77
mammals	sp14520	77
mammals	sp18733	77
mammals	sp19345	77
mammals	sp19567	77
mammals	sp2054	77
mammals	sp21744	77
mammals	sp3555	77
mammals	sp3620	77
mammals	sp39826	77
mammals	sp41459	77
mammals	sp7030	77
mammals	sp737	77
mammals	sp10632	76
mammals	sp11519	76
mammals	sp115555116	76
mammals	sp136536	76
mammals	sp136679	76
mammals	sp136699	76
mammals	sp136750	76
mammals	sp14198	76
mammals	sp15665	76
mammals	sp16746	76
mammals	sp16780	76
mammals	sp40525	76
mammals	sp4066	76
mammals	sp41354	76
mammals	sp41480	76
mammals	sp92459293	76
mammals	sp10552	75
mammals	sp136233	75
mammals	sp13698	75
mammals	sp41427	75
mammals	sp5570	75
mammals	sp6271	75
mammals	sp136374	74
mammals	sp136581	74
mammals	sp15137	74
mammals	sp16696	74
mammals	sp16761	74
mammals	sp17220	74
mammals	sp23322	74
mammals	sp39837	74
mammals	sp39929	74
mammals	sp40526	74
mammals	sp41345	74
mammals	sp44695	74
mammals	sp5598	74
mammals	sp5814	74
mammals	sp12819	73
mammals	sp13122	73
mammals	sp136250	73
mammals	sp136475	73
mammals	sp14122	73
mammals	sp17402	73
mammals	sp18114	73
mammals	sp19412	73
mammals	sp21473	73
mammals	sp2769	73
mammals	sp41412	73
mammals	sp6987	73
mammals	sp8787	73
mammals	sp9054	73
mammals	sp11496	72
mammals	sp15664	72
mammals	sp20389	72
mammals	sp2824	72
mammals	sp39591	72
mammals	sp96790818	72
mammals	sp1141	71
mammals	sp12265	71
mammals	sp13350	71
mammals	sp13952	71
mammals	sp18754	71
mammals	sp19349	71
mammals	sp20007	71
mammals	sp2862	71
mammals	sp41509	71
mammals	sp45057	71
mammals	sp12914	70
mammals	sp15087	70
mammals	sp1907	70
mammals	sp1912	70
mammals	sp1914	70
