group	species	occurrence
birds	sp22728990	142
birds	sp22729031	142
birds	sp22683569	141
birds	sp22685051	141
birds	sp22685200	141
birds	sp22686903	141
birds	sp22687022	141
birds	sp22689470	141
birds	sp22689755	141
birds	sp22693651	141
birds	sp22698577	141
birds	sp22701096	141
birds	sp22707043	141
birds	sp22711557	141
birds	sp22720389	141
birds	sp22724305	141
birds	sp22729189	141
birds	sp22681225	140
birds	sp22685389	140
birds	sp22686195	140
birds	sp22686919	140
birds	sp22695610	140
birds	sp22698882	140
birds	sp22700208	140
birds	sp22701574	140
birds	sp22701984	140
birds	sp22704288	140
birds	sp22710978	140
birds	sp22735065	140
birds	sp22735097	140
birds	sp22697817	139
birds	sp22698280	139
birds	sp22699912	139
birds	sp22701205	139
birds	sp22715672	139
birds	sp22722060	139
birds	sp22733541	139
birds	sp22679292	138
birds	sp22682307	138
birds	sp22686434	138
birds	sp22693130	138
birds	sp22705130	138
birds	sp22706519	138
birds	sp22706681	138
birds	sp22717841	138
birds	sp22722257	138
birds	sp22722317	138
birds	sp22733682	138
birds	sp22681250	137
birds	sp22682905	137
birds	sp22684303	137
birds	sp22685783	137
birds	sp22700233	137
birds	sp22705589	137
birds	sp22712024	137
birds	sp22722313	137
birds	sp22722355	137
birds	sp22730903	137
birds	sp22735850	137
birds	sp22687632	136
birds	sp22692552	136
birds	sp22704527	136
birds	sp22704532	136
birds	sp22722784	136
birds	sp22683291	135
birds	sp22685308	135
birds	sp22692687	135
birds	sp22697012	135
birds	sp22703483	135
birds	sp22704299	135
birds	sp22704789	135
birds	sp22705849	135
birds	sp22712760	135
birds	sp22716067	135
birds	sp22680121	134
birds	sp22685760	134
birds	sp22689607	134
birds	sp22690695	134
birds	sp22694413	134
birds	sp22706763	134
birds	sp22708647	134
birds	sp22711978	134
birds	sp22719036	134
birds	sp22729072	134
birds	sp22733317	134
birds	sp22735464	134
birds	sp22678157	133
birds	sp22682071	133
birds	sp22685553	133
birds	sp22686485	133
birds	sp22687718	133
birds	sp22695465	133
birds	sp22699587	133
birds	sp22699659	133
birds	sp22699677	133
birds	sp22703557	133
birds	sp22716428	133
birds	sp22717356	133
birds	sp22719721	133
birds	sp22698819	132
birds	sp22699877	132
birds	sp22700877	132
birds	sp22703715	132
birds	sp22704536	132
birds	sp22704761	132
birds	sp22705428	132
birds	sp22710583	132
birds	sp22718143	132
birds	sp22722208	132
birds	sp22722881	132
birds	sp22685766	131
birds	sp22688257	131
birds	sp22702328	131
birds	sp22704513	131
birds	sp22705513	131
birds	sp22708612	131
birds	sp22713253	131
birds	sp22716714	131
birds	sp22718765	131
birds	sp22719809	131
birds	sp22687275	130
birds	sp22690084	130
birds	sp22691014	130
birds	sp22694834	130
birds	sp22702321	130
birds	sp22704454	130
birds	sp22707821	130
birds	sp22711124	130
birds	sp22711325	130
birds	sp22715933	130
birds	sp22718146	130
birds	sp22720574	130
birds	sp22720598	130
birds	sp22723532	130
birds	sp22735192	130
birds	sp22682240	129
birds	sp22682421	129
birds	sp22685356	129
birds	sp22687868	129
birds	sp22692946	129
birds	sp22699494	129
birds	sp22705411	129
birds	sp22713125	129
birds	sp22714071	129
birds	sp22714085	129
birds	sp22715918	129
birds	sp62101215	129
birds	sp22678325	128
birds	sp22681575	128
birds	sp22687618	128
birds	sp22688441	128
birds	sp22691680	128
birds	sp22692624	128
birds	sp22702872	128
birds	sp22705330	128
birds	sp22711537	128
birds	sp22712869	128
birds	sp22713741	128
birds	sp22718281	128
birds	sp22718850	128
birds	sp22720062	128
birds	sp22722787	128
birds	sp22723673	128
birds	sp22729224	128
birds	sp22734543	128
birds	sp45355839	128
birds	sp61197713	128
birds	sp22686054	127
birds	sp22691617	127
birds	sp22697997	127
birds	sp22702187	127
birds	sp22706993	127
birds	sp22712995	127
birds	sp22723701	127
birds	sp22688150	126
birds	sp22689512	126
birds	sp22702896	126
birds	sp22703709	126
birds	sp22707074	126
birds	sp22709000	126
birds	sp22717578	126
birds	sp22721398	126
birds	sp22722961	126
birds	sp22730974	126
birds	sp22691629	125
birds	sp22693107	125
birds	sp22699830	125
birds	sp22702558	125
birds	sp22703624	125
birds	sp22712107	125
birds	sp22722803	125
birds	sp22729387	125
birds	sp45419296	125
birds	sp60859997	125
birds	sp22701770	124
birds	sp22703795	124
birds	sp22705642	124
birds	sp22706427	124
birds	sp22711192	124
birds	sp22716588	124
birds	sp22716787	124
birds	sp22717500	124
birds	sp22718991	124
birds	sp22722833	124
birds	sp22728082	124
birds	sp22731728	124
birds	sp22695516	123
birds	sp22697651	123
birds	sp22698763	123
birds	sp22702572	123
birds	sp22704236	123
birds	sp22704665	123
birds	sp22707231	123
birds	sp22712104	123
birds	sp22715121	123
birds	sp22716807	123
birds	sp22679645	122
birds	sp22680652	122
birds	sp22687253	122
birds	sp22694282	122
birds	sp22701296	122
birds	sp22704037	122
birds	sp22704883	122
birds	sp22711351	122
birds	sp22712016	122
birds	sp22719191	122
birds	sp22720905	122
birds	sp22721372	122
birds	sp22721633	122
birds	sp22680225	121
birds	sp22684925	121
birds	sp22696476	121
birds	sp22701272	121
birds	sp22701583	121
birds	sp22702429	121
birds	sp22706881	121
birds	sp22707012	121
birds	sp22708970	121
birds	sp22712189	121
birds	sp22713309	121
birds	sp22716153	121
birds	sp22716832	121
birds	sp22719528	121
birds	sp22679299	120
birds	sp22682066	120
birds	sp22696592	120
birds	sp22704792	120
birds	sp22721969	120
birds	sp22726682	120
birds	sp22729848	120
birds	sp22734558	120
birds	sp22680700	119
birds	sp22682055	119
birds	sp22685416	119
birds	sp22688030	119
birds	sp22690716	119
birds	sp22696012	119
birds	sp22699473	119
birds	sp22702357	119
birds	sp22703651	119
birds	sp22704233	119
birds	sp22704472	119
birds	sp22710126	119
birds	sp22716026	119
birds	sp22716810	119
birds	sp22720365	119
birds	sp22723468	119
birds	sp22678576	118
birds	sp22680840	118
birds	sp22684704	118
birds	sp22694502	118
birds	sp22699978	118
birds	sp22705446	118
birds	sp22722857	118
birds	sp22682727	117
birds	sp22685072	117
birds	sp22687211	117
birds	sp22687871	117
birds	sp22690529	117
birds	sp22692778	117
birds	sp22703474	117
birds	sp22704751	117
birds	sp22707611	117
birds	sp22708443	117
birds	sp22714319	117
birds	sp22715375	117
birds	sp22718706	117
birds	sp22689439	116
birds	sp22706483	116
birds	sp22711444	116
birds	sp22714332	116
birds	sp22716763	116
birds	sp22716772	116
birds	sp22719847	116
birds	sp22722102	116
birds	sp22681269	115
birds	sp22684714	115
birds	sp22701798	115
birds	sp22704573	115
birds	sp22705138	115
birds	sp22706502	115
birds	sp22708905	115
birds	sp22713039	115
birds	sp22713415	115
birds	sp22716190	115
birds	sp22716302	115
birds	sp22716857	115
birds	sp22719083	115
birds	sp22722136	115
birds	sp22722686	115
birds	sp22723628	115
birds	sp22727395	115
birds	sp22736015	115
birds	sp22679047	114
birds	sp22685130	114
birds	sp22687330	114
birds	sp22687693	114
birds	sp22699047	114
birds	sp22702555	114
birds	sp22703281	114
birds	sp22711594	114
birds	sp22715392	114
birds	sp22715589	114
birds	sp22716650	114
birds	sp22718149	114
birds	sp22722377	114
birds	sp22678395	113
birds	sp22684840	113
birds	sp22686021	113
birds	sp22688024	113
birds	sp22688268	113
birds	sp22688346	113
birds	sp22690857	113
birds	sp22695532	113
birds	sp22699100	113
birds	sp22706781	113
birds	sp22708608	113
birds	sp22710114	113
birds	sp22717258	113
birds	sp22722851	113
birds	sp22723090	113
birds	sp22727615	113
birds	sp22734483	113
birds	sp22682295	112
birds	sp22684152	112
birds	sp22684597	112
birds	sp22684816	112
birds	sp22690226	112
birds	sp22697496	112
birds	sp22698754	112
birds	sp22703206	112
birds	sp22703333	112
birds	sp22708069	112
birds	sp22709161	112
birds	sp22710003	112
birds	sp22712713	112
birds	sp22716341	112
birds	sp22716784	112
birds	sp22722912	112
birds	sp22724196	112
birds	sp22733815	112
birds	sp22684720	111
birds	sp22687170	111
birds	sp22690689	111
birds	sp22697748	111
birds	sp22701384	111
birds	sp22701623	111
birds	sp22706121	111
birds	sp22706154	111
birds	sp22706526	111
birds	sp22686342	110
birds	sp22699919	110
birds	sp22702652	110
birds	sp22703554	110
birds	sp22703849	110
birds	sp22706100	110
birds	sp22708074	110
birds	sp22713762	110
birds	sp22722486	110
birds	sp22723988	110
birds	sp22686994	109
birds	sp22687235	109
birds	sp22688548	109
birds	sp22704846	109
birds	sp22704869	109
birds	sp22716392	109
birds	sp22723664	109
birds	sp22680736	108
birds	sp22680859	108
birds	sp22685346	108
birds	sp22685352	108
birds	sp22700785	108
birds	sp22702175	108
birds	sp22705179	108
birds	sp22706990	108
birds	sp22719424	108
birds	sp22720078	108
birds	sp22679640	107
birds	sp22682785	107
birds	sp22683535	107
birds	sp22699512	107
birds	sp22707348	107
birds	sp22709784	107
birds	sp22713210	107
birds	sp22713746	107
birds	sp22716725	107
birds	sp22718062	107
birds	sp22729551	107
birds	sp22686630	106
birds	sp22694005	106
birds	sp22698694	106
birds	sp22698771	106
birds	sp22701454	106
birds	sp22710634	106
birds	sp22712935	106
birds	sp22716760	106
birds	sp22717270	106
birds	sp22720374	106
birds	sp22729303	106
birds	sp45400973	106
birds	sp22683667	105
birds	sp22688012	105
birds	sp22692740	105
birds	sp22699770	105
birds	sp22702905	105
birds	sp22704276	105
birds	sp22704424	105
birds	sp22714143	105
birds	sp22714159	105
birds	sp22714365	105
birds	sp22717443	105
birds	sp22720616	105
birds	sp22722363	105
birds	sp22722669	105
birds	sp22688782	104
birds	sp22690247	104
birds	sp22700761	104
birds	sp22700886	104
birds	sp22700946	104
birds	sp22704714	104
birds	sp22705663	104
birds	sp22708965	104
birds	sp22709367	104
birds	sp22709974	104
birds	sp22711585	104
birds	sp22714933	104
birds	sp22716057	104
birds	sp22728303	104
birds	sp45015567	104
birds	sp22687503	103
birds	sp22688335	103
birds	sp22689981	103
birds	sp22691847	103
birds	sp22702408	103
birds	sp22710505	103
birds	sp22711322	103
birds	sp22716306	103
birds	sp22716569	103
birds	sp22679192	102
birds	sp22687980	102
birds	sp22693597	102
birds	sp22703949	102
birds	sp22705379	102
birds	sp22705693	102
birds	sp22705756	102
birds	sp22708931	102
birds	sp22710642	102
birds	sp22713195	102
birds	sp22716030	102
birds	sp22717998	102
birds	sp22722897	102
birds	sp22723875	102
birds	sp22679163	101
birds	sp22693690	101
birds	sp22700806	101
birds	sp22703834	101
birds	sp22704556	101
birds	sp22705127	101
birds	sp22710909	101
birds	sp22713703	101
birds	sp22715003	101
birds	sp22715078	101
birds	sp22717733	101
birds	sp22719416	101
birds	sp45093155	101
birds	sp61655451	101
birds	sp22678497	100
birds	sp22679185	100
birds	sp22691865	100
birds	sp22691874	100
birds	sp22694340	100
birds	sp22698277	100
birds	sp22699534	100
birds	sp22701650	100
birds	sp22703748	100
birds	sp22706151	100
birds	sp22712677	100
birds	sp22692504	99
birds	sp22695591	99
birds	sp22698320	99
birds	sp22701165	99
birds	sp22709642	99
birds	sp22711017	99
birds	sp22714461	99
birds	sp22714475	99
birds	sp22715761	99
birds	sp22722909	99
birds	sp22734309	99
birds	sp22735187	99
birds	sp22678213	98
birds	sp22684148	98
birds	sp22685755	98
birds	sp22685949	98
birds	sp22686268	98
birds	sp22689680	98
birds	sp22701602	98
birds	sp22702588	98
birds	sp22702814	98
birds	sp22705592	98
birds	sp22707934	98
birds	sp22708894	98
birds	sp22714991	98
birds	sp22715653	98
birds	sp22718342	98
birds	sp22721046	98
birds	sp22721414	98
birds	sp22721915	98
birds	sp22723963	98
birds	sp22733896	98
birds	sp61623294	98
birds	sp22681136	97
birds	sp22682310	97
birds	sp22682857	97
birds	sp22687914	97
birds	sp22699484	97
birds	sp22700736	97
birds	sp22701776	97
birds	sp22702387	97
birds	sp22704010	97
birds	sp22704944	97
birds	sp22711611	97
birds	sp22715999	97
birds	sp22717043	97
birds	sp22720147	97
birds	sp22722491	97
birds	sp22723286	97
birds	sp22723660	97
birds	sp22732653	97
birds	sp22679581	96
birds	sp22681942	96
birds	sp22689650	96
birds	sp22708464	96
birds	sp22712924	96
birds	sp22714988	96
birds	sp22722117	96
birds	sp22723898	96
birds	sp22726858	96
birds	sp22679012	95
birds	sp22681184	95
birds	sp22684300	95
birds	sp22686450	95
birds	sp22695659	95
birds	sp22703262	95
birds	sp22704900	95
birds	sp22705463	95
birds	sp22715166	95
birds	sp22715380	95
birds	sp22719818	95
birds	sp22722187	95
birds	sp22723460	95
birds	sp22726539	95
birds	sp22678537	94
birds	sp22679717	94
birds	sp22685489	94
birds	sp22686961	94
birds	sp22687740	94
birds	sp22690991	94
birds	sp22700002	94
birds	sp22702140	94
birds	sp22705153	94
birds	sp22706778	94
birds	sp22709211	94
birds	sp22712613	94
birds	sp22712914	94
birds	sp22719844	94
birds	sp22723326	94
birds	sp22690173	93
birds	sp22697782	93
birds	sp22699110	93
birds	sp22699132	93
birds	sp22699481	93
birds	sp22701062	93
birds	sp22704624	93
birds	sp22710544	93
birds	sp22718168	93
birds	sp22722672	93
birds	sp22722703	93
birds	sp22724481	93
birds	sp22728437	93
birds	sp22734598	93
birds	sp22736226	93
birds	sp22680542	92
birds	sp22681900	92
birds	sp22686458	92
birds	sp22687010	92
birds	sp22698644	92
birds	sp22699156	92
birds	sp22704886	92
birds	sp22714088	92
birds	sp22721854	92
birds	sp22722156	92
birds	sp22722942	92
birds	sp22729421	92
birds	sp22681908	91
birds	sp22686931	91
birds	sp22691257	91
birds	sp22698807	91
birds	sp22701056	91
birds	sp22701109	91
birds	sp22704917	91
birds	sp22704969	91
birds	sp22705200	91
birds	sp22705646	91
birds	sp22719912	91
birds	sp22720662	91
birds	sp22721307	91
birds	sp22722340	91
birds	sp22724439	91
birds	sp22728985	91
birds	sp22729332	91
birds	sp22734448	91
birds	sp22691302	90
birds	sp22692581	90
birds	sp22693532	90
birds	sp22698760	90
birds	sp22701260	90
birds	sp22701364	90
birds	sp22701442	90
birds	sp22701907	90
birds	sp22702381	90
birds	sp22703700	90
birds	sp22704248	90
birds	sp22704828	90
birds	sp22706085	90
birds	sp22709373	90
birds	sp22710562	90
birds	sp22711147	90
birds	sp22716161	90
birds	sp22722245	90
birds	sp22723015	90
birds	sp22731946	90
birds	sp22733849	90
birds	sp22678564	89
birds	sp22684866	89
birds	sp22700396	89
birds	sp22703228	89
birds	sp22703987	89
birds	sp22704579	89
birds	sp22706189	89
birds	sp22707701	89
birds	sp45355372	89
birds	sp22679529	88
birds	sp22680880	88
birds	sp22691410	88
birds	sp22695535	88
birds	sp22698786	88
birds	sp22700516	88
birds	sp22701216	88
birds	sp22701795	88
birds	sp22706476	88
birds	sp22715744	88
birds	sp22717534	88
birds	sp22720191	88
birds	sp22722890	88
birds	sp22727826	88
birds	sp22735027	88
birds	sp22678265	87
birds	sp22681408	87
birds	sp22683252	87
birds	sp22685923	87
birds	sp22687083	87
birds	sp22690970	87
birds	sp22699783	87
birds	sp22700479	87
birds	sp22701263	87
birds	sp22701285	87
birds	sp22703963	87
birds	sp22706575	87
birds	sp22716434	87
birds	sp22719318	87
birds	sp22721692	87
birds	sp22721722	87
birds	sp22722738	87
birds	sp22724206	87
birds	sp22732973	87
birds	sp22678544	86
birds	sp22679586	86
birds	sp22680781	86
birds	sp22685891	86
birds	sp22686066	86
birds	sp22690886	86
birds	sp22692785	86
birds	sp22699097	86
birds	sp22700838	86
birds	sp22702107	86
birds	sp22702494	86
birds	sp22703343	86
birds	sp22703868	86
birds	sp22704030	86
birds	sp22710943	86
birds	sp22717903	86
birds	sp22719461	86
birds	sp22720122	86
birds	sp22726830	86
birds	sp22730186	86
birds	sp22736518	86
birds	sp22683827	85
birds	sp22698667	85
birds	sp22699393	85
birds	sp22701666	85
birds	sp22703308	85
birds	sp22705197	85
birds	sp22705443	85
birds	sp22706196	85
birds	sp22706229	85
birds	sp22707593	85
birds	sp22708367	85
birds	sp22708879	85
birds	sp22712441	85
birds	sp22716682	85
birds	sp22719744	85
birds	sp22723115	85
birds	sp22726889	85
birds	sp22681984	84
birds	sp22689262	84
birds	sp22696042	84
birds	sp22699259	84
birds	sp22701071	84
birds	sp22701524	84
birds	sp22705400	84
birds	sp22707216	84
birds	sp22708169	84
birds	sp22711041	84
birds	sp22711050	84
birds	sp22716563	84
birds	sp22722359	84
birds	sp22723564	84
birds	sp22728153	84
birds	sp22729219	84
birds	sp22678449	83
birds	sp22678602	83
birds	sp22679361	83
birds	sp22679597	83
birds	sp22680742	83
birds	sp22682105	83
birds	sp22683009	83
birds	sp22684499	83
birds	sp22688214	83
birds	sp22688493	83
birds	sp22689603	83
birds	sp22703409	83
birds	sp22707554	83
birds	sp22711032	83
birds	sp22713155	83
birds	sp22718497	83
birds	sp22723391	83
birds	sp22726844	83
birds	sp22727063	83
birds	sp22733250	83
birds	sp22679157	82
birds	sp22679623	82
birds	sp22682488	82
birds	sp22682748	82
birds	sp22685790	82
birds	sp22704252	82
birds	sp22705391	82
birds	sp22705950	82
birds	sp22712101	82
birds	sp22713708	82
birds	sp22716469	82
birds	sp22717164	82
birds	sp22717447	82
birds	sp22721943	82
birds	sp22723185	82
birds	sp22727226	82
birds	sp45014473	82
birds	sp22678354	81
birds	sp22681234	81
birds	sp22683597	81
birds	sp22688703	81
birds	sp22696901	81
birds	sp22701358	81
birds	sp22701484	81
birds	sp22701533	81
birds	sp22702687	81
birds	sp22703480	81
birds	sp22709095	81
birds	sp22714037	81
birds	sp22723095	81
birds	sp22723463	81
birds	sp22732967	81
birds	sp62233372	81
birds	sp22680759	80
birds	sp22681202	80
birds	sp22682955	80
birds	sp22684935	80
birds	sp22687725	80
birds	sp22689767	80
birds	sp22700904	80
birds	sp22701128	80
birds	sp22705846	80
birds	sp22706687	80
birds	sp22708303	80
birds	sp22717966	80
birds	sp22721572	80
birds	sp22726971	80
birds	sp22733810	80
birds	sp22679693	79
birds	sp22682177	79
birds	sp22683428	79
birds	sp22686158	79
birds	sp22689097	79
birds	sp22689229	79
birds	sp22698810	79
birds	sp22705089	79
birds	sp22705315	79
birds	sp22705460	79
birds	sp22705717	79
birds	sp22705858	79
birds	sp22706148	79
birds	sp22706249	79
birds	sp22706884	79
birds	sp22711111	79
birds	sp22716040	79
birds	sp22719703	79
birds	sp22722366	79
birds	sp22727655	79
birds	sp22728485	79
birds	sp22729286	79
birds	sp22729904	79
birds	sp22678220	78
birds	sp22678322	78
birds	sp22679060	78
birds	sp22679385	78
birds	sp22681293	78
birds	sp22684306	78
birds	sp22686000	78
birds	sp22687019	78
birds	sp22688182	78
birds	sp22689613	78
birds	sp22690979	78
birds	sp22692384	78
birds	sp22699325	78
birds	sp22700913	78
birds	sp22702902	78
birds	sp22704641	78
birds	sp22712610	78
birds	sp22721450	78
birds	sp22722248	78
birds	sp22724294	78
birds	sp22680252	77
birds	sp22687414	77
birds	sp22700569	77
birds	sp22705363	77
birds	sp22705778	77
birds	sp22706738	77
birds	sp22707387	77
birds	sp22717543	77
birds	sp22719882	77
birds	sp22722675	77
birds	sp22678676	76
birds	sp22680588	76
birds	sp22680910	76
birds	sp22681228	76
birds	sp22682983	76
birds	sp22684903	76
birds	sp22685087	76
birds	sp22686107	76
birds	sp22692509	76
birds	sp22698611	76
birds	sp22702569	76
birds	sp22703221	76
birds	sp22704058	76
birds	sp22704268	76
birds	sp22704702	76
birds	sp22706868	76
birds	sp22709476	76
birds	sp22709510	76
birds	sp22711316	76
birds	sp22716014	76
birds	sp22682322	75
birds	sp22684491	75
birds	sp22687026	75
birds	sp22698767	75
birds	sp22700461	75
birds	sp22700910	75
birds	sp22708596	75
birds	sp22709646	75
birds	sp22710150	75
birds	sp22711745	75
birds	sp22711964	75
birds	sp22716207	75
birds	sp22729308	75
birds	sp22679726	74
birds	sp22682931	74
birds	sp22686226	74
birds	sp22687491	74
birds	sp22688238	74
birds	sp22689610	74
birds	sp22699239	74
birds	sp22700803	74
birds	sp22701689	74
birds	sp22705579	74
birds	sp22705669	74
birds	sp22717805	74
birds	sp22718614	74
birds	sp22727019	74
birds	sp22732839	74
birds	sp22736295	74
birds	sp22678360	73
birds	sp22680847	73
birds	sp22685175	73
birds	sp22685533	73
birds	sp22687649	73
birds	sp22698738	73
birds	sp22701390	73
birds	sp22707617	73
birds	sp22710997	73
birds	sp22714564	73
birds	sp22715094	73
birds	sp22715442	73
birds	sp22720450	73
birds	sp22721965	73
birds	sp22723595	73
birds	sp22728976	73
birds	sp22734458	73
birds	sp22679103	72
birds	sp22687672	72
birds	sp22688205	72
birds	sp22689937	72
birds	sp22690883	72
birds	sp22700936	72
birds	sp22701099	72
birds	sp22703434	72
birds	sp22703667	72
birds	sp22704307	72
birds	sp22704553	72
birds	sp22711470	72
birds	sp22711924	72
birds	sp22715194	72
birds	sp22718131	72
birds	sp22722330	72
birds	sp22723840	72
birds	sp22731855	72
birds	sp22734767	72
birds	sp22691653	71
birds	sp22691789	71
birds	sp22694393	71
birds	sp22702929	71
birds	sp22704019	71
birds	sp22711497	71
birds	sp22714994	71
birds	sp22715726	71
birds	sp22719369	71
birds	sp22728011	71
birds	sp22686419	70
birds	sp22688027	70
birds	sp22691480	70
birds	sp22695121	70
birds	sp22699776	70
birds	sp22700452	70
birds	sp22701508	70
birds	sp22703358	70
birds	sp22705681	70
birds	sp22706013	70
birds	sp22708433	70
birds	sp22712080	70
birds	sp22712619	70
birds	sp22718803	70
birds	sp22719834	70
birds	sp22723242	70
birds	sp22724523	70
birds	sp22735287	70
birds	sp22687893	69
birds	sp22688229	69
birds	sp22690340	69
birds	sp22696275	69
birds	sp22697531	69
birds	sp22700421	69
birds	sp22701988	69
birds	sp22703676	69
birds	sp22705874	69
birds	sp22708101	69
birds	sp22708420	69
birds	sp22709770	69
birds	sp22711023	69
birds	sp22714299	69
birds	sp22716512	69
birds	sp22719663	69
birds	sp22721499	69
birds	sp22722715	69
birds	sp22722845	69
birds	sp22682388	68
birds	sp22688036	68
birds	sp22699376	68
birds	sp22699757	68
birds	sp22702179	68
birds	sp22702500	68
birds	sp22703431	68
birds	sp22704745	68
birds	sp22705466	68
birds	sp22706400	68
birds	sp22714948	68
birds	sp22715779	68
birds	sp22716274	68
birds	sp22721902	68
birds	sp22723055	68
birds	sp22723904	68
birds	sp22727212	68
birds	sp22686251	67
birds	sp22687837	67
birds	sp22687847	67
birds	sp22690164	67
birds	sp22691549	67
birds	sp22695105	67
birds	sp22699319	67
birds	sp22699671	67
birds	sp22699827	67
birds	sp22701080	67
birds	sp22702461	67
birds	sp22705996	67
birds	sp22721352	67
birds	sp22721504	67
birds	sp22729209	67
birds	sp22732582	67
birds	sp22678268	66
birds	sp22687587	66
birds	sp22701381	66
birds	sp22705999	66
birds	sp22706177	66
birds	sp22706987	66
birds	sp22710537	66
birds	sp22713806	66
birds	sp22717785	66
birds	sp22720109	66
birds	sp22724683	66
birds	sp22728066	66
birds	sp22729270	66
birds	sp22732267	66
birds	sp22733901	66
birds	sp22678312	65
birds	sp22685422	65
birds	sp22690834	65
birds	sp22692966	65
birds	sp22695596	65
birds	sp22698945	65
birds	sp22699383	65
birds	sp22699509	65
birds	sp22703531	65
birds	sp22704520	65
birds	sp22706818	65
birds	sp22714559	65
birds	sp22717695	65
birds	sp22719566	65
birds	sp22720288	65
birds	sp22721533	65
birds	sp22722093	65
birds	sp22723214	65
birds	sp22723362	65
birds	sp22724025	65
birds	sp22724093	65
birds	sp22729251	65
birds	sp22731912	65
birds	sp22681215	64
birds	sp22684823	64
birds	sp22684969	64
birds	sp22687072	64
birds	sp22688511	64
birds	sp22690566	64
birds	sp22690596	64
birds	sp22698648	64
birds	sp22699322	64
birds	sp22699905	64
birds	sp22700800	64
birds	sp22702384	64
birds	sp22704245	64
birds	sp22705434	64
birds	sp22705525	64
birds	sp22705699	64
birds	sp22719657	64
birds	sp22722287	64
birds	sp22722678	64
birds	sp22723822	64
birds	sp22725599	64
birds	sp22729162	64
birds	sp22733272	64
birds	sp22733805	64
birds	sp22679615	63
birds	sp22679655	63
birds	sp22681929	63
birds	sp22682771	63
birds	sp22684675	63
birds	sp22690789	63
birds	sp22699638	63
birds	sp22700791	63
birds	sp22704889	63
birds	sp22711441	63
birds	sp22713313	63
birds	sp22716224	63
birds	sp22719249	63
birds	sp22720246	63
birds	sp22735087	63
birds	sp22678698	62
birds	sp22679412	62
birds	sp22680768	62
birds	sp22682989	62
birds	sp22688790	62
birds	sp22691297	62
birds	sp22691828	62
birds	sp22696766	62
birds	sp22701520	62
birds	sp22701813	62
birds	sp22703496	62
birds	sp22705522	62
birds	sp22705531	62
birds	sp22706157	62
birds	sp22707830	62
birds	sp22714119	62
birds	sp22716298	62
birds	sp22720241	62
birds	sp22720307	62
birds	sp22725437	62
birds	sp22678235	61
birds	sp22678274	61
birds	sp22678525	61
birds	sp22687721	61
birds	sp22701397	61
birds	sp22704239	61
birds	sp22705421	61
birds	sp22706096	61
birds	sp22707373	61
birds	sp22708033	61
birds	sp22718743	61
birds	sp22722606	61
birds	sp22722985	61
birds	sp22723024	61
birds	sp22724102	61
birds	sp22724157	61
birds	sp22731517	61
birds	sp22733705	61
birds	sp45419833	61
birds	sp61200240	61
birds	sp22682961	60
birds	sp22686215	60
birds	sp22687368	60
birds	sp22698035	60
birds	sp22700340	60
birds	sp22700773	60
birds	sp22701514	60
birds	sp22702423	60
birds	sp22702878	60
birds	sp22703457	60
birds	sp22705543	60
birds	sp22707390	60
birds	sp22707826	60
birds	sp22711309	60
birds	sp22713618	60
birds	sp22716283	60
birds	sp22722461	60
birds	sp22722503	60
birds	sp22723403	60
birds	sp22723686	60
birds	sp22724664	60
birds	sp22728610	60
birds	sp22684488	59
birds	sp22687348	59
birds	sp22688163	59
birds	sp22689295	59
birds	sp22689568	59
birds	sp22699369	59
birds	sp22700844	59
birds	sp22702893	59
birds	sp22703898	59
birds	sp22705397	59
birds	sp22706266	59
birds	sp22707380	59
birds	sp22711118	59
birds	sp22711479	59
birds	sp22717555	59
birds	sp22718711	59
birds	sp22720283	59
birds	sp22721509	59
birds	sp22735878	59
birds	sp45090397	59
birds	sp22678632	58
birds	sp22685203	58
birds	sp22687497	58
birds	sp22688290	58
birds	sp22689572	58
birds	sp22690600	58
birds	sp22693928	58
birds	sp22695336	58
birds	sp22698824	58
birds	sp22703234	58
birds	sp22703296	58
birds	sp22705735	58
birds	sp22706378	58
birds	sp22709717	58
birds	sp22712134	58
birds	sp22713260	58
birds	sp22717364	58
birds	sp22719011	58
birds	sp22722242	58
birds	sp22724402	58
birds	sp22724961	58
birds	sp22725405	58
birds	sp22725737	58
birds	sp22730375	58
birds	sp22684408	57
birds	sp22684831	57
birds	sp22687559	57
birds	sp22688009	57
birds	sp22701552	57
birds	sp22706532	57
birds	sp22708996	57
birds	sp22709650	57
birds	sp22716767	57
birds	sp22717927	57
birds	sp22718206	57
birds	sp22721382	57
birds	sp22723140	57
birds	sp22726591	57
birds	sp22736363	57
birds	sp22678163	56
birds	sp22686246	56
birds	sp22686259	56
birds	sp22686325	56
birds	sp22688327	56
birds	sp22705687	56
birds	sp22708745	56
birds	sp22709090	56
birds	sp22712284	56
birds	sp22714510	56
birds	sp22714816	56
birds	sp22716734	56
birds	sp22717728	56
birds	sp22719896	56
birds	sp22722423	56
birds	sp22679287	55
birds	sp22680726	55
birds	sp22680795	55
birds	sp22680834	55
birds	sp22683021	55
birds	sp22684156	55
birds	sp22686625	55
birds	sp22687936	55
birds	sp22687990	55
birds	sp22688248	55
birds	sp22699708	55
birds	sp22701726	55
birds	sp22703231	55
birds	sp22703259	55
birds	sp22707213	55
birds	sp22708129	55
birds	sp22708925	55
birds	sp22709778	55
birds	sp22717962	55
birds	sp22722839	55
birds	sp22724420	55
birds	sp22729097	55
birds	sp22679029	54
